LAMMPS (10 Sep 2025)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (13.349999 13.349999 13.349999)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  108 atoms
  read_data CPU = 0.001 seconds
CUDA found, setting device type to torch::kCUDA.
Loading MACE model from "ar_finetune_epoch1.model-lammps.pt" ... finished.
  - The torch_float_dtype is: Float
  - The r_max is: 6.
  - The model has: 2 layers.
  - The MACE model atomic numbers are: 18.
  - The pair_coeff atomic numbers are: 18.
  - Mapping LAMMPS type 1 (Ar) to MACE type 1.
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mace, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
     22510   11.255         40.850849      191.8307       4.3109786      196.14168      311.69329      155763.58      2379.2701      3.0110926    
     22520   11.26          41.657604      191.93075      4.235667       196.16642      306.24809      155906.22      2379.2701      3.0110926    
     22530   11.265         42.466634      192.04241      4.1462258      196.18864      299.7813       156063.79      2379.2701      3.0110926    
     22540   11.27          43.279101      192.15926      4.0497768      196.20904      292.80782      156225.44      2379.2701      3.0110926    
     22550   11.275         44.090597      192.27496      3.953354       196.22831      285.83624      156380.62      2379.2701      3.0110926    
     22560   11.28          44.902491      192.38343      3.863641       196.24707      279.34979      156520.38      2379.2701      3.0110926    
     22570   11.285         45.71227       192.47913      3.786748       196.26588      273.79026      156637.7       2379.2701      3.0110926    
     22580   11.29          46.520438      192.5571       3.7280764      196.28518      269.54817      156727.88      2379.2701      3.0110926    
     22590   11.295         47.331911      192.61321      3.6921499      196.30536      266.9506       156787.47      2379.2701      3.0110926    
     22600   11.3           48.148362      192.64455      3.682158       196.32671      266.22817      156815.85      2379.2701      3.0110926    
     22610   11.305         48.961442      192.65029      3.6991415      196.34944      267.45611      156814.18      2379.2701      3.0110926    
     22620   11.31          49.766785      192.63241      3.7412246      196.37364      270.49881      156786.23      2379.2701      3.0110926    
     22630   11.315         50.572861      192.59569      3.8036253      196.39932      275.01052      156738.74      2379.2701      3.0110926    
     22640   11.32          51.377518      192.54644      3.8799005      196.42634      280.52539      156679.81      2379.2701      3.0110926    
     22650   11.325         52.184475      192.49049      3.9639572      196.45444      286.60287      156617.25      2379.2701      3.0110926    
     22660   11.33          52.990311      192.43168      4.0516245      196.4833       292.94141      156558.09      2379.2701      3.0110926    
     22670   11.335         53.796837      192.37171      4.1408004      196.51251      299.38903      156506.77      2379.2701      3.0110926    
     22680   11.34          54.601754      192.31151      4.2301488      196.54166      305.84912      156466.67      2379.2701      3.0110926    
     22690   11.345         55.405515      192.25301      4.3172491      196.57026      312.14666      156440.41      2379.2701      3.0110926    
     22700   11.35          56.209946      192.20037      4.3974901      196.59786      317.94826      156431.03      2379.2701      3.0110926    
     22710   11.355         57.014468      192.15934      4.4646254      196.62397      322.80229      156442.06      2379.2701      3.0110926    
     22720   11.36          57.819147      192.13532      4.5128361      196.64816      326.28803      156474.75      2379.2701      3.0110926    
     22730   11.365         58.621789      192.13093      4.5391737      196.6701       328.1923       156526.45      2379.2701      3.0110926    
     22740   11.37          59.425364      192.14452      4.5450822      196.68961      328.61949      156589.91      2379.2701      3.0110926    
     22750   11.375         60.229462      192.17036      4.5362884      196.70665      327.98369      156655.14      2379.2701      3.0110926    
     22760   11.38          61.03608       192.20013      4.5211766      196.7213       326.89107      156710.22      2379.2701      3.0110926    
     22770   11.385         61.845233      192.22539      4.5083304      196.73372      325.96226      156744.42      2379.2701      3.0110926    
     22780   11.39          62.65125       192.24003      4.5040255      196.74405      325.65101      156752.1       2379.2701      3.0110926    
     22790   11.395         63.455064      192.24207      4.5103135      196.75238      326.10564      156733.98      2379.2701      3.0110926    
     22800   11.4           64.26135       192.23445      4.5242704      196.75872      327.11475      156696.89      2379.2701      3.0110926    
     22810   11.405         65.067102      192.22425      4.5387758      196.76303      328.16353      156652.49      2379.2701      3.0110926    
     22820   11.41          65.873623      192.22056      4.5446604      196.76522      328.589        156614.61      2379.2701      3.0110926    
     22830   11.415         66.681527      192.23182      4.5334315      196.76525      327.77713      156596.49      2379.2701      3.0110926    
     22840   11.42          67.492996      192.26364      4.4995591      196.7632       325.32808      156607.49      2379.2701      3.0110926    
     22850   11.425         68.302944      192.31759      4.4416853      196.75928      321.14367      156651.53      2379.2701      3.0110926    
     22860   11.43          69.114088      192.39103      4.3627982      196.75383      315.43996      156726.36      2379.2701      3.0110926    
     22870   11.435         69.918753      192.47751      4.2698016      196.74731      308.7161       156823.82      2379.2701      3.0110926    
     22880   11.44          70.724867      192.56748      4.1727481      196.74023      301.69892      156931.22      2379.2701      3.0110926    
     22890   11.445         71.532728      192.64951      4.0835814      196.73309      295.25197      157033.71      2379.2701      3.0110926    
     22900   11.45          72.34169       192.71215      4.0141278      196.72628      290.23032      157117.59      2379.2701      3.0110926    
     22910   11.455         73.151564      192.74659      3.9734633      196.72006      287.29019      157171.29      2379.2701      3.0110926    
     22920   11.46          73.957716      192.74919      3.965403       196.71459      286.70741      157189.31      2379.2701      3.0110926    
     22930   11.465         74.766181      192.72258      3.9872653      196.70985      288.2881       157172.52      2379.2701      3.0110926    
     22940   11.47          75.57245       192.67494      4.0307936      196.70574      291.43529      157128.26      2379.2701      3.0110926    
     22950   11.475         76.380074      192.61693      4.085108       196.70204      295.36234      157067.15      2379.2701      3.0110926    
     22960   11.48          77.186518      192.55802      4.1404952      196.69851      299.36696      156999.21      2379.2701      3.0110926    
     22970   11.485         77.993652      192.50343      4.1914445      196.69488      303.05071      156930.64      2379.2701      3.0110926    
     22980   11.49          78.807542      192.45317      4.2376937      196.69087      306.39463      156863.02      2379.2701      3.0110926    
     22990   11.495         79.618401      192.40327      4.2829267      196.68619      309.66508      156794.78      2379.2701      3.0110926    
     23000   11.5           80.425581      192.34882      4.3317633      196.68058      313.19607      156722.82      2379.2701      3.0110926    
     23010   11.505         81.23608       192.28728      4.386419       196.6737       317.1478       156646.38      2379.2701      3.0110926    
     23020   11.51          82.042272      192.22062      4.444503       196.66512      321.3474       156568.25      2379.2701      3.0110926    
     23030   11.515         82.848291      192.15558      4.498866       196.65444      325.27796      156494.84      2379.2701      3.0110926    
     23040   11.52          83.659519      192.10172      4.5394668      196.64119      328.21349      156435.6       2379.2701      3.0110926    
